id,budget,revenue,original_title,director,genres,production_companies,vote_count,release_year,budget_adj,revenue_adj
137321,60000000,30800231,Winter's Tale,Akiva Goldsman,Drama|Fantasy|Mystery|Romance,Village Roadshow Pictures|Weed Road Pictures|Warner Bros.,327,2014,55265463.0462875,28369817.1357936
234200,0,7523634,Pride,Matthew Warchus,Drama|Comedy,Calamity Films,288,2014,0.0,6929951.94667988
244264,0,0,Laggies,Lynn Shelton,Romance|Comedy,Anonymous Content|Merced Media Partners|PenLife Media,279,2014,0.0,0.0
241848,5000000,2367161,The Guest,Adam Wingard,Mystery|Thriller|Action,HanWay Films|Snoot Entertainment,402,2014,4605455.25385729,2180370.81283522
259611,0,0,Frontera,Michael Berry,Western|Drama,MJW Films|Ocean Blue Entertainment,30,2014,0.0,0.0
238215,0,0,The Cobbler,Tom McCarthy,Fantasy|Comedy|Drama,Next Wednesday Productions|Voltage Pictures,364,2014,0.0,0.0
188166,0,258384,Blue Ruin,Jeremy Saulnier,Crime|Thriller,Film Science|The Lab Of Madness|Neighborhood Watch|Paradise City,263,2014,0.0,237995.190062532
253344,0,0,How to Make Love Like an Englishman,Tom Vaughan,Comedy,Irish Dreamtime|Das Films|Envision Entertainment|Knightsbridge Entertainment|PalmStar Media,102,2014,0.0,0.0
256917,22500000,15520023,The Water Diviner,Russell Crowe,War|Drama,Hopscotch Features|RatPac Entertainment|Seven West Media|Fear of God Films|Seven Group Holdings,287,2014,20724548.6423578,14295354.2930672
171424,5000000,6833445,The Green Inferno,Eli Roth,Horror|Thriller,Worldview Entertainment|Dragonfly Entertainment|Sobras International Pictures|Top Hat Releasing|BH Tilt,194,2014,4605455.25385729,6294225.03543897
229297,0,32339326,Magic in the Moonlight,Woody Allen,Comedy|Drama|Romance,Perdido Productions|Harbor Picture Company,464,2014,0.0,29787463.7665807
192712,0,0,Kite,Ralph Ziman,Drama|Action,Distant Horizons|Videovision Entertainment|Detalle Films,55,2014,0.0,0.0
218778,28000000,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,Family|Comedy,"Walt Disney Pictures|21 Laps Entertainment|Jim Henson Company, The",380,2014,25790549.4216008,92711635.866917
239678,19800000,41296320,This Is Where I Leave You,Shawn Levy,Drama|Comedy,Spring Creek Productions|21 Laps Entertainment|Warner Bros.,377,2014,18237602.8052749,38037670.7817944
264656,16000000,2429989,The Homesman,Tommy Lee Jones,Western|Drama,The Javelina Film Company|EuropaCorp|Ithaca Pictures,150,2014,14737456.8123433,2238241.12137308
294652,0,0,Son of a Gun,Julius Avery,Action|Crime|Drama|Thriller,Media House Capital|Altitude Film Entertainment|Daydream Productions|Bridle Path Films|Southern Light Films,193,2014,0.0,0.0
244509,0,427418,Cold in July,Jim Mickle,Drama|Thriller,Backup Media|Paradise City|BSM Studio|Bullet Pictures,153,2014,0.0,393690.894738635
146015,0,200406,The Double,Richard Ayoade,Thriller|Drama,British Film Institute (BFI)|Alcove Entertainment|Attercop Productions,217,2014,0.0,184592.173120905
227783,0,0,The Nut Job,Peter Lepeniotis,Animation|Comedy|Family|Adventure,Open Road Films|Gulfstream Pictures|Red Rover International|ToonBox Entertainment,233,2014,0.0,0.0
327833,9000000,0,Skin Trade,Ekachai Uekrongtham,Thriller|Action|Drama,SC Films International|Baumgarten Management and Productions (BMP)|Thorbak|SC International Pictures|Thor Pictures,33,2014,8289819.45694313,0.0
151368,0,0,Open Windows,Nacho Vigalondo,Thriller|Action|Crime,Wild Bunch|Sayaka Producciones Audiovisuales|Apaches Entertainment|La Panda|Atresmedia Cine,130,2014,0.0,0.0
230179,8500000,7500000,Big Game,Jalmari Helander,Action|Adventure,Head Gear Films|Altitude Film Entertainment|Film House Germany|Metrol Technology|Ketchup Entertainment,261,2014,7829273.9315574,6908182.88078594
242076,0,56574,The Bag Man,David Grovic,Crime|Drama|Thriller,Red Granite Pictures|TinRes Entertainment|Cinedigm,83,2014,0.0,52109.8051063445
209451,40000000,67347013,Jersey Boys,Clint Eastwood,Music|Drama,Warner Bros.,181,2014,36843642.0308583,62032730.9704891
222899,12500000,49002684,About Last Night,Steve Pink,Comedy|Romance,"Screen Gems, Inc.|Rainforest Films|Olive Bridge Entertainment",165,2014,11513638.1346432,45135933.6961818
198185,25000000,38307627,Million Dollar Arm,Craig Gillespie,Drama,Walt Disney Pictures,182,2014,23027276.2692864,35284812.4059911
231576,5500000,5483299,Wish I Was Here,Zach Braff,Drama|Comedy,Double Feature Films|Wild Bunch|Worldview Entertainment,192,2014,5066000.77924302,5050617.63760409
244539,6700000,1430655,Infinitely Polar Bear,Maya Forbes,Comedy|Drama,Paper Street Films|Bad Robot|Park Pictures|KGB Media,76,2014,6171310.04016878,1317763.51724144
240745,0,0,Cymbeline,Michael Almereyda,Drama,Benaroya Pictures|Keep Your Head Productions,24,2014,0.0,0.0
287587,0,108808,Adult Beginners,Ross Katz,Drama|Comedy,Duplass Brothers Productions|Burn Later Productions|Through Films,61,2014,0.0,100222.075052341
285135,0,0,Zodiac,W.D. Hogan,Science Fiction|TV Movie,Cinetel Films|Zodiac Pictures,17,2014,0.0,0.0
283350,0,37151,Before We Go,Chris Evans,Drama|Romance|Comedy,Wonderland Sound and Vision|G4 Productions|Nutmeg Film Productions,319,2014,0.0,34219.4536272105
97370,13300000,5380251,Under the Skin,Jonathan Glazer,Thriller|Science Fiction|Drama,Scottish Screen|UK Film Council|FilmNation Entertainment|Nick Wechsler Productions|Creative Scotland,704,2014,12250510.9752604,4955701.04700419
177494,6000000,3485127,Veronica Mars,Rob Thomas,Comedy|Drama|Crime,Warner Bros.|Warner Bros. Interactive Entertainment|Rob Thomas Productions,323,2014,5526546.30462875,3210119.29050198
254375,0,1124445,Hector and the Search for Happiness,Peter Chelsom,Adventure|Drama|Comedy,Wild Bunch|Erfttal Film|Film Afrika Worldwide|Head Gear Films|Metrol Technology,207,2014,0.0,1035716.22658471
235260,22000000,67800064,Son of God,Christopher Spencer,Drama,Hearst Entertainment Productions|LightWorkers Media,61,2014,20264003.1169721,62450032.1921322
250657,0,0,Fed Up,Stephanie Soechtig,Documentary,Atlas Films,73,2014,0.0,0.0
242643,0,4571025,Batman: Assault on Arkham,Ethan Spaulding|Jay Oliva,Thriller|Animation|Action|Crime,Warner Bros. Animation|Warner Premiere|DC Entertainment,182,2014,0.0,4210330.22035261
242042,6000000,15071,Barefoot,Andrew Fleming,Comedy|Drama|Romance,WhiteFlame Productions,129,2014,5526546.30462875,13881.7632261766
217993,3500000,5155325,Justice League: War,Jay Oliva,Animation,DC Comics|Warner Bros. Animation|DC Entertainment,141,2014,3223818.6777001,4748523.72131837
157834,8500000,770706,The Zero Theorem,Terry Gilliam,Drama|Fantasy|Science Fiction,Le Pacte|Zanuck Independent|Voltage Pictures|MediaPro Pictures|Zephyr Films,232,2014,7829273.9315574,709890.399375868
253306,0,0,Housebound,Gerard Johnstone,Horror|Comedy|Thriller,Semi-Professional,217,2014,0.0,0.0
288281,0,0,A Good Marriage,Peter Askin,Thriller,Reno Productions,66,2014,0.0,0.0
232679,15000000,30127963,When the Game Stands Tall,Thomas Carter,Drama,Mandalay Pictures|Affirm Films,94,2014,13816365.7615718,27750597.0972736
260202,0,0,Turks & Caicos,David Hare,Thriller|Drama|Action|Mystery,BBC Films|Carnival Films|Heyday Films|Masterpiece|Beagle Pug Films,24,2014,0.0,0.0
256835,0,0,Toy Story That Time Forgot,Steve Purcell,Animation|Family,Pixar Animation Studios,169,2014,0.0,0.0
293299,0,0,Feast,Patrick Osborne,Romance|Comedy|Animation|Drama|Family,Walt Disney Animation Studios,318,2014,0.0,0.0
270302,0,2146041,The Riot Club,Lone Scherfig,Drama|Thriller,HanWay Films|British Film Institute (BFI)|Blueprint Pictures,238,2014,0.0,1976699.15968863
251852,0,0,The Scribbler,John Suits,Thriller,New Artists Alliance|Caliber Media Company|NightSky Productions,28,2014,0.0,0.0
215211,30000000,0,Grace of Monaco,Olivier Dahan,Romance|Drama,Gaumont|TF1 Films Productions|Lucky Red|Canal+|uFilm,138,2014,27632731.5231437,0.0
177047,2000000,48390,Decoding Annie Parker,Steven Bernstein,Drama,Media House Capital|Unified Pictures|Decoding Annie Parker|Ozymandias Productions,23,2014,1842182.10154291,44571.5959468309
276844,0,0,The Little Death,Josh Lawson,Drama|Comedy|Romance,Head Gear Films|Spectrum Films|See Pictures|Metrol Technology,99,2014,0.0,0.0
226448,1000000,0,In Your Eyes,Brin Hill,Drama|Romance|Science Fiction,Night and Day Pictures|Bellwether Pictures,170,2014,921091.050771459,0.0
255268,5500000,0,Bad Ass 2: Bad Asses,Craig Moss,Action,Silver Nitrate Films|Sense and Sensibility Ventures,57,2014,5066000.77924302,0.0
201086,0,0,Cuban Fury,James Griffiths,Comedy,Big Talk Productions,86,2014,0.0,0.0
297596,15000000,0,Dying of the Light,Paul Schrader,Thriller|Drama,TinRes Entertainment|Over Under Media,83,2014,13816365.7615718,0.0
193612,200000,17834867,The Quiet Ones,John Pogue,Horror,Hammer Film Productions|Exclusive Media Group|Travelling Picture Show Company,147,2014,184218.210154291,16427536.3853992
242310,21000000,0,Tokarev,Paco Cabezas,Action|Crime|Thriller,Hannibal Pictures|Marco Polo Production|Patriot Pictures|Vocal Yokels,204,2014,19342912.0662006,0.0
157849,15000000,31554855,A Most Wanted Man,Anton Corbijn,Thriller,Senator Film Produktion|Lionsgate|FilmNation Entertainment|Film4|Demarest Films,393,2014,13816365.7615718,29064894.548891
284296,0,25434291,Top Five,Chris Rock,Drama|Comedy,Paramount Pictures|IAC Film|Jax Media,152,2014,0.0,23427297.822817
239566,0,31911598,Get on Up,Tate Taylor,Drama|Music,Universal Studios|Imagine Films Entertainment|Jagged Films,105,2014,0.0,29393487.3336164
282813,6500000,13865435,The Pyramid,GrÃ©gory Levasseur,Horror,Fox International Productions|Sahara Productions|Silvatar Media,234,2014,5987091.83001448,12771328.0935533
184346,30000000,0,Deliver Us from Evil,Scott Derrickson,Thriller|Crime|Horror,Jerry Bruckheimer Films|Screen Gems|LStar Capital,474,2014,27632731.5231437,0.0
246860,6600000,1554000,Clouds of Sils Maria,Olivier Assayas,Drama,Pallas Film|CAB Productions|C.G. Cinema,173,2014,6079200.93509163,1431375.49289884
245916,5000000,2450846,Kill the Messenger,Michael Cuesta,Thriller|Crime|Drama|Mystery,The Combine|Bluegrass Films,247,2014,4605455.25385729,2257452.31741902
157832,0,13287735,Calvary,John Michael McDonagh,Drama,Octagon Films|Irish Film Board|Reprisal Films|Lipsync Productions,209,2014,0.0,12239213.7935227
273271,0,0,Time Lapse,Bradley King,Thriller|Science Fiction,Uncooperative Pictures|XLrator Media|Royal Pictures,198,2014,0.0,0.0
245906,0,111996,Sheâ€™s Funny That Way,Peter Bogdanovich,Comedy,Lagniappe Films,162,2014,0.0,103158.5133222
246741,0,0,What We Do in the Shadows,Jemaine Clement|Taika Waititi,Comedy|Horror,Unison Films|Defender Films|Funny or Die,490,2014,0.0,0.0
276902,5000000,0,Cut Bank,Matt Shakman,Thriller,Kilburn Media,52,2014,4605455.25385729,0.0
254191,1000000,9318,Honeymoon,Leigh Janiak,Horror,Fewlas Entertainment,137,2014,921091.050771459,8582.72641108846
209276,0,54915,Starred Up,David Mackenzie,Drama,Sigma Films Ltd.|Quickfire Films|Film4|Lipsync Productions,202,2014,0.0,50581.7150531147
253312,0,0,Space Station 76,Jack Plotnick,Drama|Comedy|Science Fiction,Rival Pictures|Om Films,55,2014,0.0,0.0
210479,2000000,4635300,Locke,Steven Knight,Drama|Thriller,IM Global|Shoebox Films|A24,480,2014,1842182.10154291,4269533.34764094
246400,0,0,"20,000 Days on Earth",Iain Forsyth|Jane Pollard,Music|Documentary|Drama,British Film Institute (BFI)|Film4|Corniche Pictures,46,2014,0.0,0.0
227735,36000000,52424533,Dolphin Tale 2,Charles Martin Smith,Family|Drama,Alcon Entertainment|Color Force|Boxing Cat Films,63,2014,33159277.8277725,48287768.187173
206821,0,0,The Longest Week,Peter Glanz,Comedy|Drama,Far Hills Pictures|Atlantic Pictures (II)|Armian pictures,86,2014,0.0,0.0
252830,0,0,A Certain Justice,Giorgio Serafini|James Coyne,Action|Drama,Hollywood Media Bridge|Voltage Pictures|Picture Perfect Corp.,11,2014,0.0,0.0
152790,0,0,The Angriest Man in Brooklyn,Phil Alden Robinson,Drama|Comedy,Landscape Entertainment|MICA Entertainment|Vedette Finance|Prominent Media Group,112,2014,0.0,0.0
244536,0,0,Hellion,Kat Candler,Thriller|Drama,IFC Films|Silver Sail Entertainment|Across Town Productions|Arts+Labor,26,2014,0.0,0.0
288158,1000000,26501323,The Woman in Black 2: Angel of Death,Tom Harper,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,270,2014,921091.050771459,24410131.4489038
244517,0,169976,God's Pocket,John Slattery,Drama,Cooper's Town Productions|Park Pictures|Shoestring Pictures,37,2014,0.0,156563.372445929
203834,0,0,Jessabelle,Kevin Greutert,Thriller|Horror,Lionsgate|Blumhouse Productions|Principato-Young Entertainment,181,2014,0.0,0.0
145220,50000000,80383113,Muppets Most Wanted,James Bobin,Comedy|Adventure|Crime|Family,Buena Vista|Disney,222,2014,46054552.5385729,74040166.0174509
290542,0,11486,You're Not You,George C. Wolfe,Drama,DiNovi Pictures,147,2014,0.0,10579.6518091609
239568,20000000,0,Search Party,Scot Armstrong,Comedy,Universal Studios,42,2014,18421821.0154291,0.0
258750,0,0,Gun Woman,Kurando Mitsutake,Thriller|Action,Maxam,19,2014,0.0,0.0
297608,0,0,The Taking of Deborah Logan,Adam Robitel,Horror|Mystery|Thriller,Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures|Guerin-Adler-Scott Pictures,184,2014,0.0,0.0
246403,2800000,1826705,Tusk,Kevin Smith,Comedy|Drama|Horror,Phase 4 Films|Demarest Films|SModcast Pictures|A24,206,2014,2579054.94216008,1682561.62789947
243684,0,461162,"Men, Women & Children",Jason Reitman,Drama|Comedy,Paramount Pictures|Right of Way Films,248,2014,0.0,424772.191155867
287426,0,0,Shelter,Paul Bettany,Drama,Bifrost Pictures|The Bridge Finance Company,18,2014,0.0,0.0
303623,0,0,Hello Ladies: The Movie,Stephen Merchant,Comedy,Home Box Office (HBO),36,2014,0.0,0.0
228496,600000,0,Sx_Tape,Bernard Rose,Horror,La.Lune Entertainment|Aeroplano,19,2014,552654.630462875,0.0
276843,0,0,What We Did on Our Holiday,Andy Hamilton|Guy Jenkin,Comedy,BBC Films|Lionsgate,109,2014,0.0,0.0
269173,0,0,The Anomaly,Noel Clarke,Thriller|Action|Science Fiction,Unstoppable Entertainment|thefyzz|Tea Shop & Film Company,104,2014,0.0,0.0
227300,0,0,Stretch,Joe Carnahan,Action|Comedy|Thriller,Universal Pictures|Blumhouse Productions|IM Global|Chambara Pictures,163,2014,0.0,0.0
286521,6000000,1020921,5 Flights Up,Richard Loncraine,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,56,2014,5526546.30462875,940361.196644649
184345,0,0,A Haunted House 2,Michael Tiddes,Comedy|Horror,Automatik Entertainment|Open Road Films,251,2014,0.0,0.0
271714,0,28641776,Love & Mercy,Bill Pohlad,Drama|Music,River Road Entertainment|John Wells Productions,162,2014,0.0,26381683.5518007
236751,12000000,101332962,Heaven is for Real,Randall Wallace,Drama,TriStar Pictures|Screen Gems|Roth Films,159,2014,11053092.6092575,93336884.4463644
251994,5000000,0,Reach Me,John Herzfeld,Drama,Windy Hill Pictures|Seraphim Films Inc.,24,2014,4605455.25385729,0.0
256474,10000000,0,In the Blood,John Stockwell,Action|Crime|Thriller,20th Century Fox Home Entertainment|Anchor Bay Films|Lleju Productions|Movie Package Company (MPC)|Verso Entertainment,77,2014,9210910.50771459,0.0
243568,0,0,Lizzie Borden Took An Ax,Nick Gomez,Drama|Mystery|Thriller,PeaceOut Productions|Sony Pictures Television,29,2014,0.0,0.0
145221,0,0,Monsters: Dark Continent,Tom Green,Thriller|Drama|Science Fiction,International Traders|Between The Eyes|Vertigo Films,60,2014,0.0,0.0
157823,0,0,Night Moves,Kelly Reichardt,Thriller|Drama,Film Science|Maybach Film Productions|RT Features|Tipping Point Productions,64,2014,0.0,0.0
286875,0,0,Paper Planes,Robert Connolly,Family,Arenamedia,32,2014,0.0,0.0
242022,0,0,The Inbetweeners 2,Damon Beesley|Iain Morris,Comedy,Channel 4 Television Corporation,156,2014,0.0,0.0
285733,0,0,Barbie and the Secret Door,Karen J. Lloyd,Adventure|Animation|Family|Fantasy,Mattel Playground Productions,14,2014,0.0,0.0
284294,0,0,Time Out of Mind,Oren Moverman,Drama,KSM Film,31,2014,0.0,0.0
293310,0,0,Citizenfour,Laura Poitras,Documentary,Participant Media|HBO Documentary Films|Praxis Films,363,2014,0.0,0.0
283227,0,0,A Little Chaos,Alan Rickman,Drama|Romance,BBC Films|Artemis Film|Lionsgate|Lipsync Productions|The Bureau,151,2014,0.0,0.0
214314,0,0,Bears,Alastair Fothergill|Keith Scholey,Documentary|Family,Disneynature,51,2014,0.0,0.0
272692,0,0,The Possession of Michael King,David Jung,Horror,Quickfire Films|Gold Circle Films,75,2014,0.0,0.0
287084,0,0,The Town that Dreaded Sundown,Alfonso Gomez-Rejon,Thriller|Horror,Blumhouse Productions|Metro-Goldwyn-Mayer (MGM)|Ryan Murphy Productions,99,2014,0.0,0.0
188207,70000000,61279452,The Legend of Hercules,Renny Harlin,Action|Adventure,Millennium Films,399,2014,64476373.5540021,56443954.8333792
157851,0,1338365,Maps to the Stars,David Cronenberg,Drama,Integral Film|Prospero Pictures|SBS Productions|Sentient Entertainment,255,2014,0.0,1232756.02416574
254474,0,14947,Zombeavers,Jordan Rubin,Horror|Action|Comedy,BenderSpink|Armory Films,124,2014,0.0,13767.547935881
155084,5000000,0,13 Sins,Daniel Stamm,Horror|Thriller,Sahamongkol Film International|Dimension Films|IM Global|Automatik Entertainment|Radius-TWC,221,2014,4605455.25385729,0.0
280000,0,0,Lemon Tree Passage,David Campbell,Thriller|Horror|Mystery,Thirteen Disciples,15,2014,0.0,0.0
253235,30000000,25312387,And So It Goes,Rob Reiner,Comedy|Drama|Romance,Castle Rock Entertainment|Envision Entertainment|ASIG Productions,111,2014,27632731.5231437,23315013.1393638
245700,0,5405500,Mr. Turner,Mike Leigh,History|Drama,Film4|Lipsync Productions|Thin Man Films|Focus Features International (FFI)|France 3 Cinema,143,2014,0.0,4978957.67494512
258805,0,0,Bad Johnson,Huck Botko,Fantasy|Comedy,2DS Productions|Roman Empire,32,2014,0.0,0.0
286873,0,0,Northmen: A Viking Saga,Claudio FÃ¤h,Adventure,Jumping Horse Film|Elite Filmproduktion|Two Oceans Production (TOP),90,2014,0.0,0.0
290555,18000000,0,Wolves,David Hayter,Horror|Action,Copperheart Entertainment|Entertainment One|Dark Hero Studios,42,2014,16579638.9138862,0.0
313867,0,0,Roald Dahl's Esio Trot,Dearbhla Walsh,Comedy,British Broadcasting Corporation (BBC)|Endor Productions,25,2014,0.0,0.0
255798,0,0,Burying the Ex,Joe Dante,Comedy|Horror,Voltage Pictures|ArtImage Entertainment|Scooty Woop Entertainment,78,2014,0.0,0.0
203739,0,0,Vampire Academy,Mark Waters,Action|Fantasy|Comedy|Horror|Mystery,Kintop Pictures|Angry Films|Preger Entertainment,402,2014,0.0,0.0
157829,0,985007,The Disappearance of Eleanor Rigby: Them,Ned Benson,Drama,Myriad Pictures|Unison Films|Kim and Jim Productions|Division Films|Dreambridge Films,74,2014,0.0,907281.132647243
244566,2400000,88273,Life After Beth,Jeff Baena,Romance|Comedy|Horror,Abbolita Productions|Starstream Entertainment|Destro Films|A24,141,2014,2210618.5218515,81307.470324749
283686,0,0,Out of the Dark,LluÃ­s QuÃ­lez,Thriller|Horror,Participant Media|Imagenation Abu Dhabi FZ|Dynamo|Apaches Entertainment|XYZ Films,30,2014,0.0,0.0
245473,0,0,Cloud 9,Paul Hoen,Action|Drama|Romance|TV Movie,Blondie Girl Productions,49,2014,0.0,0.0
250538,0,0,The Good Lie,Philippe Falardeau,Drama,Alcon Entertainment|Blue Sky Films|Black Label Media,149,2014,0.0,0.0
256731,0,0,Bad Country,Chris Brinker,Drama|Action|Crime,Mandalay Vision|ANA Media|CB Productions|Wilmor Entertainment,65,2014,0.0,0.0
312791,3150000,0,GirlHouse,Trevor Matthews|Jon Knautz,Horror|Thriller,Brookstreet Pictures,62,2014,2901436.80993009,0.0
253272,0,0,The Mule,Tony Mahony,Crime|Comedy,Screen Australia|4Cows|Cherub Films,34,2014,0.0,0.0
193726,0,7171,ABCs of Death 2,Chris Nash|Rodney Ascher|Bill Plympton|Erik Matti|Lancelot Oduwa Imasuen|Kristina Buozyte|Bruno Samper|Vincenzo Natali|Larry Fessenden|Julien Maury|Alexandre Bustillo|E.L. Katz|Sylvia Soska|Jen Soska|Aharon Keshales|Navot Papushado|Julian Gilbey|Dennison Ramalho|Jerome Sable|Robert Morgan|Hajime Ohata|SÃ´ichi Umezawa|Alejandro BruguÃ©s|Todd Rohal|Julian Barratt|Jim Hosking|Robert Boocheck|Marvin Kren|Juan MartÃ­nez Moreno|Steven Kostanski,Horror,Magnet Releasing|Drafthouse Films|Timpson Films,44,2014,0.0,6605.14392508213
248504,0,0,Sharknado 2: The Second One,Anthony C. Ferrante,Thriller|Horror|Science Fiction,The Asylum|Syfy,105,2014,0.0,0.0
244268,0,2262223,Love Is Strange,Ira Sachs,Drama,Parts and Labor|Mm...Buttered Panini Productions|Charlie Guidance,68,2014,0.0,2083713.36014936
267863,0,0,Walking on Sunshine,Max Giwa|Dania Pasquini,Comedy|Romance|Music,Vertigo Films,61,2014,0.0,0.0
52653,0,149337,Jinn,Ajmal Zaheer Ahmad 	,Thriller,Exxodus Pictures,19,2014,0.0,137552.974249057
230266,5500000,5000000,Miss Julie,Liv Ullmann,Drama,Maipo Film- og TV Produksjon,15,2014,5066000.77924302,4605455.25385729
261375,0,0,Flying Home,Dominique Deruddere,Romance,Kanakna Productions|Otomatic|Twenty Four 9 Films,48,2014,0.0,0.0
190469,2700000,0,Redirected,Emilis Velyvis,Action|Comedy|Crime|Thriller,Wellington Films|Kinokultas,94,2014,2486945.83708294,0.0
259018,0,0,Behaving Badly,Tim Garrick,Comedy,Mad Chance|Starboard Entertainment,118,2014,0.0,0.0
259072,1200000,0,Wrong Turn 6: Last Resort,Valeri Milev,Horror,Constantin Film|Summit Entertainment|Regency Enterprises|20th Century Fox Home Entertainment,82,2014,1105309.26092575,0.0
284537,0,0,Welcome to Me,Shira Piven,Drama|Comedy,Gary Sanchez Productions|Bron Studios,88,2014,0.0,0.0
312526,0,0,Alien Outpost,Jabbar Raisani,Thriller|Action|Science Fiction,Out of Africa Entertainment|Altitude Film Entertainment|Rooks Nest Entertainment|Bigscope Films|Ravens Nest Entertainment,58,2014,0.0,0.0
258099,0,0,Just Before I Go,Courteney Cox,Comedy|Drama|Romance,Coquette Productions|New Artists Alliance,76,2014,0.0,0.0
275060,0,0,The Disappearance of Eleanor Rigby: Her,Ned Benson,Drama,Myriad Pictures|Unison Films|Division Films|Dreambridge Films,34,2014,0.0,0.0
285843,0,0,October Gale,Ruba Nadda,Thriller|Drama|Romance,Killer Films|Foundry Films|Pacific Northwest Pictures,14,2014,0.0,0.0
250535,0,0,Get Santa,Christopher Smith,Family|Comedy,Film i VÃ¤st,11,2014,0.0,0.0
243531,0,0,Freezer,Mikael Salomon,Action|Thriller,Envision Media Arts,35,2014,0.0,0.0
277597,0,0,Mercenaries,Christopher Ray,Action,The Asylum|Tiki Terrors,21,2014,0.0,0.0
240916,8000000,0,Reasonable Doubt,Peter Howitt,Crime|Thriller,Eagle Vision Inc.|TÃ©lÃ©film Canada|Grindstone Entertainment Group|Paradox Entertainment|Manitoba Film & Music,157,2014,7368728.40617167,0.0
254024,0,0,The Face of an Angel,Michael Winterbottom,Thriller|Drama,Revolution Films|BBC Films|Cattleya|Vedette Finance|Multitrade,28,2014,0.0,0.0
239562,0,16337881,The Single Moms Club,Tyler Perry,Drama|Comedy,Lionsgate|34th Street Films,32,2014,0.0,15048675.977669
244783,6000000,32251,Song One,Kate Barker-Froyland,Drama,Worldview Entertainment,58,2014,5526546.30462875,29706.1074784303
250388,0,0,Rampage: Capital Punishment,Uwe Boll,Action|Crime|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Studio West Productions(VCC)|Amok II Productions,49,2014,0.0,0.0
252171,1000000,395000,A Girl Walks Home Alone at Night,Ana Lily Amirpour,Horror|Romance,SpectreVision|Black Light District|Say Ahh Productions|Logan Pictures,146,2014,921091.050771459,363830.965054726
253254,0,8251,Before I Disappear,Shawn Christensen,Drama,Fuzzy Logic Pictures|Strongman|Wigwam Films,44,2014,0.0,7599.92225991531
210947,318000,121179,Afflicted,Clif Prowse|Derek Lee,Horror|Thriller,TÃ©lÃ©film Canada|Panorama Films|Automatik Entertainment,142,2014,292906.954145324,111616.892441434
254263,30000000,0,The Swan Princess: A Royal Family Tale,Richard Rich,Animation|Family,NEST Family Entertainment|Rich Animation Studios,14,2014,27632731.5231437,0.0
235271,0,0,Addicted,Bille Woodruff,Drama|Thriller,Lionsgate|Codeblack Entertainment,46,2014,0.0,0.0
241771,7000000,14618727,Beyond the Lights,Gina Prince-Bythewood,Drama,Relativity Media,95,2014,6447637.35540021,13465178.6133711
259956,0,0,About Alex,Jesse Zwick,Drama,"Bedford Falls Company, The|Footprint Features",41,2014,0.0,0.0
299582,0,0,A Royal Christmas,Alex Zamm,TV Movie|Romance|Family,Brad Krevoy Television,23,2014,0.0,0.0
141043,0,7176347,A Long Way Down,Pascal Chaumeil,Comedy|Drama,BBC Films,258,2014,0.0,6610068.99893061
298865,0,0,Lost After Dark,Ian Kessner,Horror,Goldrush Entertainment,12,2014,0.0,0.0
266537,0,0,Pas son genre,Lucas Belvaux,Comedy|Romance,Artemis Film|Agat Films & Cie|Radio TÃ©lÃ©vision Belge Francophone (RTBF)|France 3 Cinema,31,2014,0.0,0.0
228358,0,0,The Pact II,Dallas Richard Hallam|Patrick Horvath,Mystery|Horror|Thriller,Preferred Film & TV,37,2014,0.0,0.0
252680,5000000,10429707,Moms' Night Out,Andrew Erwin|Jon Erwin,Comedy,TriStar Pictures|Provident Films|Pure Flix Entertainment|Affirm Films|FourBoys Entertainment,92,2014,4605455.25385729,9606709.77986845
251519,0,0,Son of Batman,Ethan Spaulding,Animation|Action|Adventure,DC Comics|Warner Bros. Animation|Warner Home Video|Warner Premiere|DC Entertainment,213,2014,0.0,0.0
238603,13000000,45300000,Earth to Echo,Dave Green,Family|Adventure|Science Fiction,Walt Disney Studios Motion Pictures|Panay Films,223,2014,11974183.6600289,41725424.5999471
259963,0,126150,Boulevard,Dito Montiel,Drama,Camellia Entertainment|Evil Media Empire,55,2014,0.0,116195.636054819
270938,0,0,Falcon Rising,Ernie Barbarash,Adventure|Action,Strohberry Films,50,2014,0.0,0.0
258086,0,0,The Damned,VÃ­ctor GarcÃ­a,Thriller|Horror|Mystery,Launchpad Productions|Bowery Hills Entertainment|RCN Films & e-nnovva,37,2014,0.0,0.0
275318,0,0,Sleeping Beauty,Casper Van Dien,Fantasy|Adventure,"The Asylum|The Global Asylum|Asylum, The",16,2014,0.0,0.0
245859,0,0,God Help the Girl,Stuart Murdoch,Comedy|Drama|Music,HanWay Films|Barry Mendel Productions|British Film Company,74,2014,0.0,0.0
256740,3500000,0,Wicked Blood,Mark Young,Action|Drama|Thriller,NAZZ Productions|Industrial Entertainment|Primary PIctures|Thunder Smoke Media|VMI Worldwide,24,2014,3223818.6777001,0.0
