id,budget,revenue,original_title,director,genres,production_companies,vote_count,release_year,budget_adj,revenue_adj
135397,150000000,1513528810,Jurassic World,Colin Trevorrow,Action|Adventure|Science Fiction|Thriller,Universal Studios|Amblin Entertainment|Legendary Pictures|Fuji Television Network|Dentsu,5562,2015,137999939.280026,1392445892.5238
76341,150000000,378436354,Mad Max: Fury Road,George Miller,Action|Adventure|Science Fiction|Thriller,Village Roadshow Pictures|Kennedy Miller Productions,6185,2015,137999939.280026,348161292.489031
262500,110000000,295238201,Insurgent,Robert Schwentke,Adventure|Science Fiction|Thriller,Summit Entertainment|Mandeville Films|Red Wagon Entertainment|NeoReel,2480,2015,101199955.472019,271619025.407628
140607,200000000,2068178225,Star Wars: The Force Awakens,J.J. Abrams,Action|Adventure|Science Fiction|Fantasy,Lucasfilm|Truenorth Productions|Bad Robot,5292,2015,183999919.040035,1902723129.80182
168259,190000000,1506249360,Furious 7,James Wan,Action|Crime|Thriller,Universal Pictures|Original Film|Media Rights Capital|Dentsu|One Race Films,2947,2015,174799923.088033,1385748801.47052
281957,135000000,532950503,The Revenant,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,Western|Drama|Adventure|Thriller,Regency Enterprises|Appian Way|CatchPlay|Anonymous Content|New Regency Pictures,3929,2015,124199945.352024,490314247.021731
87101,155000000,440603537,Terminator Genisys,Alan Taylor,Science Fiction|Action|Thriller|Adventure,Paramount Pictures|Skydance Productions,2598,2015,142599937.256027,405355075.683766
286217,108000000,595380321,The Martian,Ridley Scott,Drama|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment,4572,2015,99359956.2816192,547749654.310152
211672,74000000,1156730962,Minions,Kyle Balda|Pierre Coffin,Family|Animation|Adventure|Comedy,Universal Pictures|Illumination Entertainment,2893,2015,68079970.0448131,1064192016.79551
150540,175000000,853708609,Inside Out,Pete Docter,Comedy|Animation|Family,Walt Disney Pictures|Pixar Animation Studios|Walt Disney Studios Motion Pictures,3935,2015,160999929.160031,785411574.698907
206647,245000000,880674609,Spectre,Sam Mendes,Action|Adventure|Crime,Columbia Pictures|Danjaq|B24,3254,2015,225399900.824043,810220283.783075
76757,176000003,183987723,Jupiter Ascending,Lana Wachowski|Lilly Wachowski,Science Fiction|Fantasy|Action|Adventure,Village Roadshow Pictures|Dune Entertainment|Anarchos Productions|Warner Bros.,1937,2015,161919931.51523,169268630.681802
264660,15000000,36869414,Ex Machina,Alex Garland,Drama|Science Fiction,DNA Films|Universal Pictures International (UPI)|Film4,2854,2015,13799993.9280026,33919845.9552677
257344,88000000,243637091,Pixels,Chris Columbus,Action|Comedy|Science Fiction,Columbia Pictures|Happy Madison Productions,1575,2015,80959964.3776156,224146025.095748
99861,280000000,1405035767,Avengers: Age of Ultron,Joss Whedon,Action|Adventure|Science Fiction,Marvel Studios|Prime Focus|Revolution Sun Studios,4304,2015,257599886.656049,1292632336.88177
273248,44000000,155760117,The Hateful Eight,Quentin Tarantino,Crime|Drama|Mystery|Western,Double Feature Films|The Weinstein Company|FilmColony,2389,2015,40479982.1888078,143299244.588332
260346,48000000,325771424,Taken 3,Olivier Megaton,Crime|Action|Thriller,Twentieth Century Fox Film Corporation|M6 Films|Canal+|EuropaCorp|CinÃ©+,1578,2015,44159980.5696085,299709578.207785
102899,130000000,518602163,Ant-Man,Peyton Reed,Science Fiction|Action|Adventure,Marvel Studios,3779,2015,119599947.376023,477113780.029936
150689,95000000,542351353,Cinderella,Kenneth Branagh,Romance|Fantasy|Family|Drama,Walt Disney Pictures|Genre Films|Beagle Pug Films|Allison Shearmur Productions,1495,2015,87399961.5440169,498963025.216268
131634,160000000,650523427,The Hunger Games: Mockingjay - Part 2,Francis Lawrence,War|Adventure|Science Fiction,Studio Babelsberg|StudioCanal|Lionsgate|Walt Disney Studios Motion Pictures|Color Force,2380,2015,147199935.232028,598481289.508232
158852,190000000,209035668,Tomorrowland,Brad Bird,Action|Family|Science Fiction|Adventure|Mystery,Walt Disney Pictures|Babieka|A113,1899,2015,174799923.088033,192312729.942398
307081,30000000,91709827,Southpaw,Antoine Fuqua,Action|Drama,Escape Artists|Riche-Ludwig Productions,1386,2015,27599987.8560053,84373003.7158783
254128,110000000,470490832,San Andreas,Brad Peyton,Action|Drama|Thriller,New Line Cinema|Village Roadshow Pictures|Warner Bros.|Flynn Picture Company,2060,2015,101199955.472019,432851374.985395
216015,40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,Drama|Romance,Focus Features|Trigger Street Productions|Michael De Luca Productions,1865,2015,36799983.8080071,524079119.045187
318846,28000000,133346506,The Big Short,Adam McKay,Comedy|Drama,Paramount Pictures|Plan B Entertainment|Regency Enterprises,1545,2015,25759988.6656049,122678731.541358
177677,150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,Action,Paramount Pictures|Skydance Productions|China Movie Channel|Bad Robot|TC Productions,2349,2015,137999939.280026,627743451.672881
214756,68000000,215863606,Ted 2,Seth MacFarlane,Comedy,Universal Pictures|Media Rights Capital|Fuzzy Door Productions,1666,2015,62559972.4736121,198594430.13845
207703,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,Crime|Comedy|Action|Adventure,Twentieth Century Fox Film Corporation|Marv Films|TSG Entertainment|Cloudy Productions,3833,2015,74519967.2112144,371497801.660967
314365,20000000,88346473,Spotlight,Tom McCarthy,Drama|Thriller|History,Participant Media|Open Road Films|Anonymous Content|Rocklin / Faust|Entertainment One Features,1559,2015,18399991.9040035,81278719.3973634
294254,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,Action|Science Fiction|Thriller,Gotham Group|Temple Hill Entertainment|TSG Entertainment,1849,2015,56119975.3072108,286356245.923251
280996,0,29355203,Mr. Holmes,Bill Condon,Mystery|Drama,BBC Films|See-Saw Films|FilmNation Entertainment|Archer Gray|AI-Film,425,2015,0.0,27006774.877019
198184,49000000,102069268,Chappie,Neill Blomkamp,Crime|Action|Science Fiction,Columbia Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|Alpha Core|Genre Films,1990,2015,45079980.1648087,93903685.2423785
254470,29000000,287506194,Pitch Perfect 2,Elizabeth Banks,Comedy|Music,Universal Pictures|Gold Circle Films|Brownstone Productions,1264,2015,26679988.2608051,264505582.097543
296098,40000000,162610473,Bridge of Spies,Steven Spielberg,Thriller|Drama,DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions,1638,2015,36799983.8080071,149601569.335309
257445,58000000,150170815,Goosebumps,Rob Letterman,Adventure|Horror|Comedy,Columbia Pictures|Original Film|Scholastic Entertainment,600,2015,53359976.5216103,138157089.01088
264644,6000000,35401758,Room,Lenny Abrahamson,Drama|Thriller,Element Pictures|No Trace Camping|A24|Duperele Films,1520,2015,5519997.57120106,32569603.0293746
339527,0,22354572,Solace,Afonso Poyart,Crime|Drama|Mystery,Eden Rock Media|FilmNation Entertainment|Flynn Picture Company,474,2015,0.0,20566197.1908732
105864,175000000,331926147,The Good Dinosaur,Peter Sohn,Adventure|Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios|Buena Vista,1087,2015,160999929.160031,305371920.876354
241554,50000000,71561644,Run All Night,Jaume Collet-Serra,Action|Crime|Drama|Mystery|Thriller,Vertigo Entertainment|Energy Entertainment|RatPac-Dune Entertainment,814,2015,45999979.7600089,65836683.5118592
167073,11000000,62076141,Brooklyn,John Crowley,Drama|Romance,Wildgaze Films|Irish Film Board|Item 7|Parallel Film Productions,754,2015,10119995.5472019,57110024.5915891
277216,28000000,201634991,Straight Outta Compton,F. Gary Gray,Drama|Music,New Line Cinema|Universal Pictures|Legendary Pictures|Cube Vision|Broken Chair Flickz,918,2015,25759988.6656049,185504110.098191
274854,90000000,140396650,The Last Witch Hunter,Breck Eisner,Fantasy|Action|Adventure,Summit Entertainment|Atmosphere Entertainment MM|One Race Films|Goldmann Pictures|NeoReel,879,2015,82799963.568016,129164861.167461
321697,30000000,34441873,Steve Jobs,Danny Boyle,History|Drama,Universal Pictures|Scott Rudin Productions|Legendary Pictures|The Mark Gordon Company|Management 360,1035,2015,27599987.8560053,31686509.2179359
203801,75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,Comedy|Action|Adventure,Davis Entertainment|Warner Bros.|Wigram Productions|RatPac-Dune Entertainment,1548,2015,68999969.6400133,99493456.5028791
293863,25000000,42629776,The Age of Adaline,Lee Toland Krieger,Fantasy|Drama|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment|Sierra/Affinity,1221,2015,22999989.8800044,39219376.6634742
325348,10000000,14333790,Hardcore Henry,Ilya Naishuller,Action|Adventure|Science Fiction,Bazelevs Production|Versus Pictures,396,2015,9199995.95200178,13187080.9976843
228161,135000000,368871007,Home,Tim Johnson,Fantasy|Comedy|Animation|Science Fiction|Family,Twentieth Century Fox Film Corporation|DreamWorks Animation,1060,2015,124199945.352024,339361177.121082
286565,12000000,85512300,Paper Towns,Jake Schreier,Drama|Mystery|Romance,Fox 2000 Pictures,1252,2015,11039995.1424021,78671281.3846362
265208,30000000,0,Wild Card,Simon West,Thriller|Crime|Drama,Current Entertainment|Lionsgate|Sierra / Affinity|SJ Heat Productions|Silver State Production Services,481,2015,27599987.8560053,0.0
254320,4000000,9064511,The Lobster,Yorgos Lanthimos,Thriller|Comedy|Drama|Romance|Science Fiction,Haut et Court|Eurimages|Lemming Film|Element Pictures|Nederlands Fonds voor de Film,638,2015,3679998.38080071,8339346.45068756
258480,11800000,40272135,Carol,Todd Haynes,Romance|Drama,Killer Films|Film4|Number 9 Films,562,2015,10855995.2233621,37050347.8978469
257211,35000000,194564672,The Intern,Nancy Meyers,Comedy,Waverly Films|Warner Bros.,1255,2015,32199985.8320062,178999419.480255
253412,55000000,203427584,Everest,Baltasar KormÃ¡kur,Adventure|Drama,Universal Pictures|Working Title Films|Walden Media|Cross Creek Pictures|Free State Pictures,1172,2015,50599977.7360098,187153294.93255
274479,60000000,101134059,Joy,David O. Russell,Comedy|Drama,Fox 2000 Pictures|Davis Entertainment|Annapurna Pictures|TSG Entertainment,1001,2015,55199975.7120106,93043293.3409509
257088,105000000,133718711,Point Break,Ericson Core,Action|Crime|Thriller,Studio Babelsberg|Alcon Entertainment|DMG Entertainment|Ehman Productions,505,2015,96599957.4960187,123021159.990689
295964,20000000,36606743,Burnt,John Wells,Drama,Double Feature Films|PeaPie Films|3 Arts Entertainment,631,2015,18399991.9040035,33678188.7415969
238615,26000000,30523226,Self/less,Tarsem Singh,Science Fiction|Mystery|Thriller,Endgame Entertainment|Ram Bergman Productions,719,2015,23919989.4752046,28081355.5642035
210860,60000000,30418560,Mortdecai,David Koepp,Comedy|Adventure,Lionsgate|Mad Chance|OddLot Entertainment|Huayi Brothers Media,696,2015,55199975.7120106,27985062.8865723
306819,15000000,64191523,The Danish Girl,Tom Hooper,Drama,Pretty Pictures|Working Title Films|ArtÃ©mis Productions|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique|Taxshelter. be,867,2015,13799993.9280026,59056175.1752829
201088,70000000,17752940,Blackhat,Michael Mann,Mystery|Crime|Action|Thriller|Drama,Universal Pictures|Forward Pass|Legendary Pictures,584,2015,64399971.6640124,16332697.613613
273481,30000000,84025816,Sicario,Denis Villeneuve,Action|Crime|Drama|Mystery|Thriller,Lionsgate|Thunder Road Pictures|Black Label Media,1479,2015,27599987.8560053,77303716.7063646
166424,120000001,167977596,Fantastic Four,Josh Trank,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC),1565,2015,110399952.34402,154539320.322699
310131,3500000,40423945,The Witch,Robert Eggers,Mystery|Horror,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,700,2015,3219998.58320062,37190013.0363942
238713,65000000,235666219,Spy,Paul Feig,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,1840,2015,59799973.6880115,216812826.082356
256591,50100000,153962963,Focus,Glenn Ficarra|John Requa,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,1831,2015,46091979.7195289,141645863.63582
249070,35000000,82347656,Hitman: Agent 47,Aleksander Bach,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,820,2015,32199985.8320062,75759810.1856835
205775,100000000,93820758,In the Heart of the Sea,Ron Howard,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,805,2015,91999959.5200178,86315059.3813738
334074,20000000,0,Survivor,James McTeigue,Crime|Thriller|Action,Nu Image Films|Winkler Films|Millennium Films|Survivor Productions,280,2015,18399991.9040035,0.0
312221,35000000,137935567,Creed,Ryan Coogler,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,1171,2015,32199985.8320062,126900665.803707
271718,35000000,140795793,Trainwreck,Judd Apatow,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,849,2015,32199985.8320062,129532072.565888
333352,13000000,32848185,Eye in the Sky,Gavin Hood,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,265,2015,11959994.7376023,30220316.9030605
276907,25000000,42972994,Legend,Brian Helgeland,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),619,2015,22999989.8800044,39535137.0845396
284289,0,45895,Beyond the Reach,Jean-Baptiste LÃ©onetti,Thriller,Furthur Films,81,2015,0.0,42223.3814217121
266647,150000000,128388320,Pan,Joe Wright,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,586,2015,137999939.280026,118117202.42843
347096,0,0,Mythica: The Darkspore,Anne K. Black,Action|Adventure|Fantasy,Arrowstorm Entertainment,27,2015,0.0,0.0
308369,0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,Comedy|Drama,Indian Paintbrush,569,2015,0.0,0.0
227973,99000000,246233113,The Peanuts Movie,Steve Martino,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,414,2015,91079959.9248176,226534364.284879
321741,35000000,48623572,Concussion,Peter Landesman,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,500,2015,32199985.8320062,44733666.5571867
296100,25000000,52395996,The Night Before,Jonathan Levine,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,363,2015,22999989.8800044,48204295.1101101
263472,2500000,5214043,Knock Knock,Eli Roth,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,473,2015,2299998.98800044,4796917.44935632
228205,34000000,63013281,The Longest Ride,"George Tillman, Jr.",Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,711,2015,31279986.236806,57972193.012235
159824,80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,919,2015,73599967.6160142,428888671.768984
333348,17000000,24000000,Love the Coopers,Jessie Nelson,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,111,2015,15639993.118403,22079990.2848042
285783,35000000,61181942,The Walk,Robert Zemeckis,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,706,2015,32199985.8320062,56287361.8735607
290764,11000000,1863315,Tracers,Daniel Benmayor,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,326,2015,10119995.5472019,1714249.04573042
296099,31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,846,2015,28519987.4512055,96033410.7052992
243688,35000000,95437994,Poltergeist,Gil Kenan,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,589,2015,32199985.8320062,87802915.846717
287424,4000000,187112,Maggie,Henry Hobson,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,384,2015,3679998.38080071,172142.964257095
301875,0,2000000,Equals,Drake Doremus,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,135,2015,0.0,1839999.19040035
181283,50000000,3324330,Child 44,Daniel Espinosa,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,341,2015,45999979.7600089,3058382.2543118
328425,5000000,58978653,The Gift,Joel Edgerton,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,631,2015,4599997.97600089,54260336.8854517
274167,50000000,240360392,Daddy's Home,Sean Anders,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,568,2015,45999979.7600089,221131463.342156
370687,0,0,Mythica: The Necromancer,A. Todd Smith,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,11,2015,0.0,0.0
307663,10000000,0,Vice,Brian A Miller,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,181,2015,9199995.95200178,0.0
309809,64000000,97571250,The Little Prince,Mark Osborne,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,423,2015,58879974.0928114,89765510.5031753
258509,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,278,2015,0.0,215055014.135793
298382,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,Drama,Amazon Studios|Film Art Media|Apollo Media,197,2015,10975595.1707381,16872792.5759712
272693,8500000,43528634,The DUFF,Ari Sandel,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,753,2015,7819996.55920151,40046325.6596167
283445,10000000,52882018,Sinister 2,Ciaran Foy,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,331,2015,9199995.95200178,48651435.1533685
256961,30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),422,2015,27599987.8560053,98989419.0846556
326359,0,0,Frozen Fever,Chris Buck|Jennifer Lee,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,475,2015,0.0,0.0
254302,0,0,High-Rise,Ben Wheatley,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,161,2015,0.0,0.0
241251,4000000,50163103,The Boy Next Door,Rob Cohen,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,810,2015,3679998.38080071,46150034.4539848
292040,0,0,Spooks: The Greater Good,Bharat Nalluri,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,114,2015,0.0,0.0
188222,30000000,49263404,Entourage,Doug Ellin,Comedy,Warner Bros.|Closest to the Hole Productions,364,2015,27599987.8560053,45322311.7381828
252838,23000000,79799880,The Wedding Ringer,Jeremy Garelick,Comedy,Miramax Films|Screen Gems|LStar Capital,446,2015,21159990.689604,73415857.2970227
273477,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,288,2015,13799993.9280026,13671898.7043645
298312,5000000,98450062,The Visit,M. Night Shyamalan,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,729,2015,4599997.97600089,90574017.1874324
261023,53000000,99775678,Black Mass,Scott Cooper,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,848,2015,48759978.5456094,91793583.3708233
336004,8900000,50136,Heist,Scott Mann,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,233,2015,8187996.39728158,46125.0997049561
287903,15000000,61548707,Krampus,Michael Dougherty,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,342,2015,13799993.9280026,56624785.5250943
182560,20000000,208588,Dark Places,Gilles Paquet-Brenner,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,322,2015,18399991.9040035,191900.875563614
192141,5000000,54418872,No Escape,John Erick Dowdle,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,519,2015,4599997.97600089,50065340.2112503
308639,700000,17986781,Dope,Rick Famuyiwa,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,448,2015,643999.716640124,16547831.2389542
261392,28000000,28208085,American Ultra,Nima Nourizadeh,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,695,2015,25759988.6656049,25951426.7813722
304357,11000000,61619773,Woman in Gold,Simon Curtis,Drama,BBC Films|Origin Pictures,277,2015,10119995.5472019,56690166.2163268
297291,0,0,The Scorpion King: The Lost Throne,Mike Elliott,Action|Fantasy|Adventure,Universal Pictures,22,2015,0.0,0.0
266294,30000000,105011053,Sisters,Jason Moore,Comedy,Little Stranger,399,2015,27599987.8560053,96610126.2515444
227719,12000000,32248241,Project Almanac,Dean Israelite,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,637,2015,11039995.1424021,29668368.6659177
86828,0,5189646,Absolutely Anything,Terry Jones,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,199,2015,0.0,4774472.21923222
287948,25000000,72629670,The Transporter Refueled,Camille Delamarre,Thriller|Action|Crime,EuropaCorp,407,2015,22999989.8800044,66819266.9995225
201085,55000000,74679822,Crimson Peak,Guillermo del Toro,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,819,2015,50599977.7360098,68705406.0096213
277355,0,0,Everly,Joe Lynch,Thriller|Action,"Crime Scene Pictures|Radius-TWC|Anonymous Content|Vega, Baby!",169,2015,0.0,0.0
264999,14800000,122413057,Magic Mike XXL,Gregory Jacobs,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),501,2015,13615994.0089626,112619962.887216
146301,10000000,78099553,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,Horror|Thriller,Paramount Pictures|Blumhouse Productions,267,2015,9199995.95200178,71851557.1453148
223485,0,229094,Slow West,John Maclean,Romance|Thriller|Western,The New Zealand Film Commission|Film4|See Saw Films|DMC Films,229,2015,0.0,210766.387262789
294016,15000000,8235661,Trumbo,Jay Roach,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,273,2015,13799993.9280026,7576804.78620589
290751,19500000,32189727,Secret in Their Eyes,Billy Ray,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,202,2015,17939992.1064034,29614535.8096042
309245,0,2500431,Mistress America,Noah Baumbach,Comedy,RT Features,132,2015,0.0,2300395.50782597
228165,74000000,311594032,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,533,2015,68079970.0448131,286666383.306791
245706,0,4719695,True Story,Rupert Goold,Crime|Drama|Mystery,Plan B Entertainment|Regency Enterprises|New Regency Pictures,354,2015,0.0,4342117.4894683
272878,20000000,43967255,Max,Boaz Yakin,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),214,2015,18399991.9040035,40449856.802063
263109,0,59700000,Shaun the Sheep Movie,Mark Burton|Richard Starzack,Family|Animation|Comedy|Adventure,Aardman Animations|Studio Canal|Anton Capital Entertainment (ACE),340,2015,0.0,54923975.8334506
157827,11000000,0,Louder Than Bombs,Joachim Trier,Drama,Motlys|Arte France CinÃ©ma|Animal Kingdom,43,2015,10119995.5472019,0.0
321751,0,1702433,A Perfect Day,Fernando LeÃ³n de Aranoa,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,102,2015,0.0,1566237.67085542
266396,40000000,10664749,The Gunman,Pierre Morel,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),283,2015,36799983.8080071,9811564.7629115
277685,1000000,62882090,Unfriended,Levan Gabriadze,Horror|Thriller,Bazelevs Production|Blumhouse Productions,643,2015,919999.595200178,57851497.3453411
268920,35000000,51680201,Hot Pursuit,Anne Fletcher,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,472,2015,32199985.8320062,47545763.9998638
280092,10000000,104303851,Insidious: Chapter 3,Leigh Whannell,Drama|Horror|Thriller,Sony Pictures,610,2015,9199995.95200178,95959500.6978197
193687,0,118483,Z for Zachariah,Craig Zobel,Drama|Science Fiction|Thriller,Palomar Pictures|Lucky Hat Entertainment|Silver Reel|Material Pictures|Zik Zak Kvikmyndir,181,2015,0.0,109004.312038102
300803,0,0,Dragonheart 3: The Sorcerer's Curse,Colin Teague,Action|Adventure|Fantasy,Raffaella Productions,59,2015,0.0,0.0
328589,6000000,41387687,The Lady in the Van,Nicholas Hytner,Comedy|Drama,BBC Films|TriStar Productions,135,2015,5519997.57120106,38076655.2862716
228066,40000000,34227298,Victor Frankenstein,Paul McGuigan,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,408,2015,36799983.8080071,31489100.3047958
378373,0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,Adventure|Drama|Family,Terra Mater Factual Studios,11,2015,0.0,0.0
291270,8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,Animation|Comedy|Drama|Romance,Starburns Industries,259,2015,7359996.76160142,3458541.59824169
294963,1800000,0,Bone Tomahawk,S. Craig Zahler,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,220,2015,1655999.27136032,0.0
241257,0,17671101,Regression,Alejandro AmenÃ¡bar,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,310,2015,0.0,16257405.7667414
245698,0,0,Pawn Sacrifice,Edward Zwick,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,148,2015,0.0,0.0
353326,0,11472454,The Man Who Knew Infinity,Matt Brown,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,104,2015,0.0,10554653.0359526
346808,20000000,0,Momentum,Stephen S. Campanelli,Thriller|Action,Thaba Media|Azari Media,100,2015,18399991.9040035,0.0
250124,2000000,1477002,The Diary of a Teenage Girl,Marielle Heller,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,186,2015,1839999.19040035,1358841.24210985
290637,0,0,Pay the Ghost,Uli Edel,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,114,2015,0.0,0.0
244458,0,0,The Voices,Marjane Satrapi,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,371,2015,0.0,0.0
