id,budget,revenue,original_title,director,genres,vote_count,release_year,budget_adj,revenue_adj
26367,0,0,I Can Do Bad All By Myself,Tyler Perry,Drama|Comedy,32,2009,0.0,0.0
38150,0,0,Heartless,Philip Ridley,Drama|Horror|Thriller,36,2009,0.0,0.0
31189,0,0,Cairo Time,Ruba Nadda,Drama|Romance,11,2009,0.0,0.0
19105,0,0,Iron Maiden: Flight 666,Sam Dunn|Scot McFadyen,Documentary|Music,28,2009,0.0,0.0
220903,0,0,Life,Martha Holmes|Simon Blakeney|Stephen Lyle,Documentary,24,2009,0.0,0.0
33870,25000000,20719451,Mao's Last Dancer,Bruce Beresford,Drama|Romance,16,2009,25410010.8531238,21059258.9912307
17618,0,0,Laid to Rest,Robert Hall,Thriller|Horror,19,2009,0.0,0.0
30974,0,0,Vertige,Abel Ferry,Action|Thriller|Horror,38,2009,0.0,0.0
34423,0,0,The Slammin' Salmon,Kevin Heffernan,Comedy,27,2009,0.0,0.0
23116,0,0,Loose Change 9/11: An American Coup,Dylan Avery,Documentary,23,2009,0.0,0.0
54507,0,0,A Very Potter Musical,Matt Lang,Music|Comedy,12,2009,0.0,0.0
27370,0,0,Paranormal Entity,Shane Van Dyke,Horror|Mystery|Thriller,21,2009,0.0,0.0
42309,0,0,Fear Island,Michael Storey,Horror|Thriller|Mystery,18,2009,0.0,0.0
21641,10000000,0,The Damned United,Tom Hooper,Drama,65,2009,10164004.3412495,0.0
34279,0,0,Cin̩man,Yann Moix,Comedy|Fantasy,16,2009,0.0,0.0
15670,0,90508336,Madea Goes to Jail,Tyler Perry,Comedy|Crime|Drama,35,2009,0.0,91992712.0023271
26191,0,0,35 Rhums,Claire Denis,Drama|Foreign,12,2009,0.0,0.0
35689,0,0,Don McKay,Jake Goldberger,Crime|Mystery|Thriller,10,2009,0.0,0.0
49637,0,0,The Wild and Wonderful Whites of West Virginia,Julien Nitzberg,Documentary,13,2009,0.0,0.0
19599,0,0,Book of Blood,John Harrison,Horror|Drama|Mystery|Thriller,22,2009,0.0,0.0
14402,0,0,La Guerre des Miss,Patrice Leconte,Comedy,12,2009,0.0,0.0
28238,0,0,Hamlet,Gregory Doran,Drama,13,2009,0.0,0.0
44750,0,0,The Winning Season,Jim Strouse,Comedy|Drama,21,2009,0.0,0.0
16634,0,0,Alien Trespass,R. W. Goodwin,Action|Adventure|Comedy|Science Fiction,11,2009,0.0,0.0
21474,0,0,Bring It On: Fight to the Finish,Bille Woodruff,Comedy,59,2009,0.0,0.0
32389,0,0,Logorama,Fran̤ois Alaux|Herv̩ de Cr̩cy|Ludovic Houplain,Animation,26,2009,0.0,0.0
26629,0,0,R.T.T.,Fr̩d̩ric Berthe,Comedy,32,2009,0.0,0.0
18489,0,0,The Yes Men Fix the World,Andy Bichlbaum|Mike Bonanno|Kurt Engfehr,Documentary,15,2009,0.0,0.0
25073,0,0,Deadline,Sean McConville,Drama|Horror|Thriller,11,2009,0.0,0.0
46641,0,400654,Today's Special,David Kaplan,Comedy|Romance,18,2009,0.0,407224.899533899
53700,0,0,Un'estate ai Caraibi,Carlo Vanzina,Comedy,12,2009,0.0,0.0
19238,0,0,Table for Three,Michael Samonek,Comedy|Romance,12,2009,0.0,0.0
15004,0,0,His Name Was Jason: 30 Years of Friday the 13th,Daniel Farrands,Documentary|Horror,16,2009,0.0,0.0
37928,0,0,Cencoroll,Atsuya Uki,Animation|Science Fiction,11,2009,0.0,0.0
25867,0,0,De Dana Dan,Priyadarshan,Action|Comedy|Foreign,11,2009,0.0,0.0
31981,0,0,Jim Jefferies: I Swear to God,John Moffitt,Comedy,11,2009,0.0,0.0
29379,0,0,Une semaine sur deux,Ivan Calb̩rac,Drama|Family,14,2009,0.0,0.0
31687,0,0,Circle of Eight,Stephen Cragg,Mystery|Horror,11,2009,0.0,0.0
27205,160000000,825500000,Inception,Christopher Nolan,Action|Thriller|Science Fiction|Mystery|Adventure,9767,2010,160000000.0,825500000.0
10138,200000000,623933331,Iron Man 2,Jon Favreau,Adventure|Action|Science Fiction,4920,2010,200000000.0,623933331.0
12155,200000000,1025467110,Alice in Wonderland,Tim Burton,Family|Fantasy|Adventure,2853,2010,200000000.0,1025467110.0
44214,13000000,327803731,Black Swan,Darren Aronofsky,Drama|Mystery|Thriller,2597,2010,13000000.0,327803731.0
12444,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,David Yates,Adventure|Fantasy|Family,3467,2010,250000000.0,954305868.0
20352,69000000,543513985,Despicable Me,Pierre Coffin|Chris Renaud,Action|Animation|Family,4851,2010,69000000.0,543513985.0
27578,80000000,274470394,The Expendables,Sylvester Stallone,Action|Thriller,2025,2010,80000000.0,274470394.0
10191,165000000,494878759,How to Train Your Dragon,Dean DeBlois|Chris Sanders,Fantasy|Adventure|Animation|Family,2949,2010,165000000.0,494878759.0
11324,80000000,294804195,Shutter Island,Martin Scorsese,Drama|Thriller|Mystery,3554,2010,80000000.0,294804195.0
20526,170000000,400062763,TRON: Legacy,Joseph Kosinski,Adventure|Action|Science Fiction,2026,2010,170000000.0,400062763.0
38757,260000000,591794936,Tangled,Nathan Greno|Byron Howard,Animation|Family,2019,2010,260000000.0,591794936.0
10193,200000000,1063171911,Toy Story 3,Lee Unkrich,Animation|Family|Comedy,2924,2010,200000000.0,1063171911.0
27576,110000000,293329073,Salt,Phillip Noyce,Action|Thriller|Crime|Mystery,1433,2010,110000000.0,293329073.0
44115,18000000,35692920,127 Hours,Danny Boyle,Adventure|Drama|Thriller,1645,2010,18000000.0,35692920.0
37735,8000000,74952305,Easy A,Will Gluck,Comedy,1303,2010,8000000.0,74952305.0
10140,155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,Adventure|Family|Fantasy,905,2010,155000000.0,415686217.0
23483,28000000,96188903,Kick-Ass,Matthew Vaughn,Action|Crime,3085,2010,28000000.0,96188903.0
37710,100000000,278346189,The Tourist,Florian Henckel von Donnersmarck,Action|Thriller|Romance,1084,2010,100000000.0,278346189.0
9543,150000000,335154643,Prince of Persia: The Sands of Time,Mike Newell,Adventure|Fantasy|Action|Romance,1545,2010,150000000.0,335154643.0
20662,200000000,310669540,Robin Hood,Ridley Scott,Action,844,2010,200000000.0,310669540.0
44264,38000000,252276927,True Grit,Ethan Coen|Joel Coen,Drama|Adventure|Western,1084,2010,38000000.0,252276927.0
18823,125000000,232713139,Clash of the Titans,Louis Leterrier,Adventure|Fantasy|Action,1530,2010,125000000.0,232713139.0
